,person_id,player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
6116,380,Tony Smith,1990,2,24,51,Draft,1610612747,Los Angeles,Lakers,LAL,Marquette,College/University,1
6171,83586,Anthony Jones,1991,2,25,52,Draft,1610612747,Los Angeles,Lakers,LAL,Oral Roberts,College/University,0
6188,324,Anthony Peeler,1992,1,15,15,Draft,1610612747,Los Angeles,Lakers,LAL,Missouri,College/University,1
6209,1030,Duane Cooper,1992,2,9,36,Draft,1610612747,Los Angeles,Lakers,LAL,Southern California,College/University,1
6239,248,George Lynch,1993,1,12,12,Draft,1610612747,Los Angeles,Lakers,LAL,North Carolina,College/University,1
6264,89,Nick Van Exel,1993,2,10,37,Draft,1610612747,Los Angeles,Lakers,LAL,Cincinnati,College/University,1
6291,224,Eddie Jones,1994,1,10,10,Draft,1610612747,Los Angeles,Lakers,LAL,Temple,College/University,1
6372,701,Frankie King,1995,2,8,37,Draft,1610612747,Los Angeles,Lakers,LAL,Western Carolina,College/University,1
6417,965,Derek Fisher,1996,1,24,24,Draft,1610612747,Los Angeles,Lakers,LAL,Arkansas-Little Rock,College/University,1
6502,1545,DeJuan Wheat,1997,2,23,51,Draft,1610612747,Los Angeles,Lakers,LAL,Louisville,College/University,1
6504,1547,Paul Rogers,1997,2,25,53,Draft,1610612747,Los Angeles,Lakers,LAL,Gonzaga,College/University,0
6534,1734,Sam Jacobson,1998,1,26,26,Draft,1610612747,Los Angeles,Lakers,LAL,Minnesota,College/University,1
6539,1739,Ruben Patterson,1998,2,2,31,Draft,1610612747,Los Angeles,Lakers,LAL,Cincinnati,College/University,1
6553,1753,Toby Bailey,1998,2,16,45,Draft,1610612747,Los Angeles,Lakers,LAL,California-Los Angeles,College/University,1
6589,1904,Devean George,1999,1,23,23,Draft,1610612747,Los Angeles,Lakers,LAL,Augsburg,College/University,1
6596,1911,John Celestand,1999,2,1,30,Draft,1610612747,Los Angeles,Lakers,LAL,Villanova,College/University,1
6653,2058,Mark Madsen,2000,1,29,29,Draft,1610612747,Los Angeles,Lakers,LAL,Stanford,College/University,1
6766,2423,Chris Jefferies,2002,1,27,27,Draft,1610612747,Los Angeles,Lakers,LAL,Fresno State,College/University,1
6820,2567,Brian Cook,2003,1,24,24,Draft,1610612747,Los Angeles,Lakers,LAL,Illinois,College/University,1
6828,2575,Luke Walton,2003,2,3,32,Draft,1610612747,Los Angeles,Lakers,LAL,Arizona,College/University,1
6881,2756,Sasha Vujacic,2004,1,27,27,Draft,1610612747,Los Angeles,Lakers,LAL,Pallalcesto Amatori Udine (Italy),Other Team/Club,1
6910,2785,Marcus Douthit,2004,2,27,56,Draft,1610612747,Los Angeles,Lakers,LAL,Providence,College/University,0
6923,101115,Andrew Bynum,2005,1,10,10,Draft,1610612747,Los Angeles,Lakers,LAL,Saint Joseph,High School,1
6950,101142,Ronny Turiaf,2005,2,7,37,Draft,1610612747,Los Angeles,Lakers,LAL,Gonzaga,College/University,1
6952,101144,Von Wafer,2005,2,9,39,Draft,1610612747,Los Angeles,Lakers,LAL,Florida State,College/University,1
6999,200770,Jordan Farmar,2006,1,26,26,Draft,1610612747,Los Angeles,Lakers,LAL,California-Los Angeles,College/University,1
7024,200798,Cheikh Samb,2006,2,21,51,Draft,1610612747,Los Angeles,Lakers,LAL,CB Cornella (Spain),Other Team/Club,1
7052,201159,Javaris Crittenton,2007,1,19,19,Draft,1610612747,Los Angeles,Lakers,LAL,Georgia Tech,College/University,1
7073,201180,Sun Sun,2007,2,10,40,Draft,1610612747,Los Angeles,Lakers,LAL,Beijing Olympians (China),Other Team/Club,1
7081,201188,Marc Gasol,2007,2,18,48,Draft,1610612747,Los Angeles,Lakers,LAL,CB Sant Josep (Spain),Other Team/Club,1
7151,201621,Joe Crawford,2008,2,28,58,Draft,1610612747,Los Angeles,Lakers,LAL,Kentucky,College/University,1
7182,201962,Toney Douglas,2009,1,29,29,Draft,1610612747,Los Angeles,Lakers,LAL,Florida State,College/University,1
7195,201976,Patrick Beverley,2009,2,12,42,Draft,1610612747,Los Angeles,Lakers,LAL,BC Dnipro (Ukraine),Other Team/Club,1
7212,201992,Chinemelu Elonu,2009,2,29,59,Draft,1610612747,Los Angeles,Lakers,LAL,Texas A&M,College/University,0
7256,202365,Devin Ebanks,2010,2,13,43,Draft,1610612747,Los Angeles,Lakers,LAL,West Virginia,College/University,1
7271,202382,Derrick Caracter,2010,2,28,58,Draft,1610612747,Los Angeles,Lakers,LAL,Texas-El Paso,College/University,1
7314,202721,Darius Morris,2011,2,11,41,Draft,1610612747,Los Angeles,Lakers,LAL,Michigan,College/University,1
7319,202726,Andrew Goudelock,2011,2,16,46,Draft,1610612747,Los Angeles,Lakers,LAL,College of Charleston,College/University,1
7329,202624,Chukwudiebere Maduabum,2011,2,26,56,Draft,1610612747,Los Angeles,Lakers,LAL,Bakersfield Jam (D-League),Other Team/Club,0
7331,202736,Ater Majok,2011,2,28,58,Draft,1610612747,Los Angeles,Lakers,LAL,Gold Coast Blaze (Australia),Other Team/Club,0
7393,203135,Robert Sacre,2012,2,30,60,Draft,1610612747,Los Angeles,Lakers,LAL,Gonzaga,College/University,1
7441,203527,Ryan Kelly,2013,2,18,48,Draft,1610612747,Los Angeles,Lakers,LAL,Duke,College/University,1
7455,1626156,D'Angelo Russell,2015,1,2,2,Draft,1610612747,Los Angeles,Lakers,LAL,Ohio State,College/University,1
7480,1626204,Larry Nance Jr.,2015,1,27,27,Draft,1610612747,Los Angeles,Lakers,LAL,Wyoming,College/University,1
7487,1626148,Anthony Brown,2015,2,4,34,Draft,1610612747,Los Angeles,Lakers,LAL,Stanford,College/University,1
7515,1627742,Brandon Ingram,2016,1,2,2,Draft,1610612747,Los Angeles,Lakers,LAL,Duke,College/University,1
7545,1627826,Ivica Zubac,2016,2,2,32,Draft,1610612747,Los Angeles,Lakers,LAL,KK Mega Vizura,Other Team/Club,1
7575,1628366,Lonzo Ball,2017,1,2,2,Draft,1610612747,Los Angeles,Lakers,LAL,California-Los Angeles,College/University,1
7601,1628396,Tony Bradley,2017,1,28,28,Draft,1610612747,Los Angeles,Lakers,LAL,North Carolina,College/University,1
7658,1629021,Moritz Wagner,2018,1,25,25,Draft,1610612747,Los Angeles,Lakers,LAL,Michigan,College/University,1
7680,1629004,Svi Mykhailiuk,2018,2,17,47,Draft,1610612747,Los Angeles,Lakers,LAL,Kansas,College/University,1
7697,1629631,De'Andre Hunter,2019,1,4,4,Draft,1610612747,Los Angeles,Lakers,LAL,Virginia,College/University,1
7781,1630183,Jaden McDaniels,2020,1,28,28,Draft,1610612747,Los Angeles,Lakers,LAL,Washington,College/University,1
7835,1630543,Isaiah Jackson,2021,1,22,22,Draft,1610612747,Los Angeles,Lakers,LAL,Kentucky,College/University,1
7908,1631108,Max Christie,2022,2,5,35,Draft,1610612747,Los Angeles,Lakers,LAL,Michigan State,College/University,1
7948,1641720,Jalen Hood-Schifino,2023,1,17,17,Draft,1610612747,Los Angeles,Lakers,LAL,Indiana,College/University,1
7978,1631340,Mojave King,2023,2,17,47,Draft,1610612747,Los Angeles,Lakers,LAL,Ignite (G League),Other Team/Club,1
